id,title,primary,secondary,year,doi,animals,feedback,models_ref,models2,reviews,has_pdf,has_notes,notes
rec6Vhp6wlxjLUCWZ,A Limited Set of Muscle Synergies for Force Control During a Postural Task,Ting,,2005,10.1152/jn.00681.2004,,,,Ting 2005,,False,True,"Computational model study. 18 articles, 12 of which you can access for free at: This article cites http://jn.physiology.org/content/93/1/609.full#ref-list-1 59 other HighWire-hosted articles: This article has been cited by http://jn.physiology.org/content/93/1/609#cited-by including high resolution figures, can be found at: Updated information and services http://jn.physiology.org/content/93/1/609.full can be found at: Journal of..."
rec6baizWac1zyZw3,Human upright posture control models based on multisensory inputs; in fast and slow dynamics,Chiba,,2016,10.1016/j.neures.2015.12.002,Human,,,,Chiba 2016,False,True,"Review of human upright posture control models based multisensory. We found that the study of the slow dynamics is lagging compared to that of fast dynamics, such that our understanding of long-term alterations is insufﬁcient to reveal the underlying mechanisms and to propose suitable models."
rec6biPs0jRaVO5Wj,Intra-muscle Synergies Stabilizing Reflex-mediated Force Changes,Madarshahian,Ricotta; Latash,2022,10.1016/j.neuroscience.2022.10.009,Human,,,,,True,True,"Highlights
•
Reflex-mediated finger force changes are stabilized by intra-muscle synergies.

•
No synergies in the space of individual finger force stabilized the force changes.

•
Effects of dominance are seen in inter-finger but not intra-muscle synergies.

•
Effects of motor equivalence are seen during reflex-induced force changes.


Abstract
We used the framework of the uncontrolled manifold hypothesis to explore force-stabilizing synergies and motor equivalence in the spaces of individual motor unit (MU) firing frequencies. Healthy subjects performed steady force production tasks by pressing with one finger or three fingers of a hand. Surface EMG was used to identify individual MU action potentials. MUs formed stable groups (MU-modes) with parallel scaling of the firing frequency in both flexor digitorum superficialis (FDS) and extensor digitorum communis (EDC) that allowed identifying them with the reciprocal and coactivation commands. Smooth lifting of the fingers by an “inverse piano” device led to an unintentional, reflex-based force increase. There was significantly larger motion in the space of MU-modes that kept the force unchanged (motor equivalent) compared to motion that changed force (non-motor equivalent). The force change was stabilized by co-varying contributions of the MU-modes defined separately for FDS and EDC. In contrast, analysis of the three-finger task in the space of individual finger forces showed no synergies stabilizing total force change. Effec"
rec6jdOha2pd2hmhL,Stimulation pattern that maximizes force in paralyzed and control whole thenar muscles,Griffin,,2002,10.1152/jn.2002.87.5.2271,Human,,,,,False,True,These data show that the pulse patterns that maximize force and force-time integral in paralyzed muscles are similar to those that maximize these parameters in single motor units and various whole muscles across species.
rec6lfBtg6uUvOxsZ,The neuromechanical tuning hypothesis,Prochazka,Yakovenko; Cisek; Drew; Kalaska,2007,10.1016/S0079-6123(06)65016-4,Mammals,,,,,True,True,"The rhythm-generating properties of central pattern generators (CPGs) are discussed in light of results indicating that cycle characteristics may be preset by tonic drive to spinal interneuronal networks. We then describe neuromechanical simulations that have revealed some basic rules of interaction between CPGs, sensory-mediated switching mechanisms and the biomechanics of locomotor movements. We posit that the spinal CPG timer and the sensory-mediated switch operate in parallel, the former being driven primarily by descending inputs and the latter by the kinematics. The CPG timer produces extensor and flexor phase durations, which covary along specific lines in a plot of phase- versus cycle-duration. We coined the term “phase-duration characteristics” to describe such plots. Descending input from higher centers adjusts the operating points on the phase-duration characteristics according to anticipated biomechanical requirements. In well-predicted movements, CPG-generated phase durations closely match those required by the kinematics, minimizing the corrections in phase duration required of the sensory switching mechanism. We propose the term “neuromechanical tuning” to describe this process of matching the CPG to the kinematics."
rec6oOFFhiSzLiCWK,Quantifying Dynamic Stability and Maneuverability in Legged Locomotion,Full,,2002,10.1093/icb/42.1.149,,,,,,False,False,
rec6oVWOeGUnJBYPR,Stability Analysis of Legged Locomotion Models by Symmetry-Factored Return Maps,Altendorfer,,2004,10.1177/0278364904047389,,,,,,True,False,
rec78NasDfISVsyLl,Modular organization of murine locomotor pattern in the presence and absence of sensory feedback from muscle spindles,Santuz,Akay; Mayer; Wells; Schroll; Arampatzis,2019,10.1113/jp277515,Mice,,,,,True,True,Muscle synergy testing on mice with and without proprioceptive feedback.
rec7FBx5woaWolX0i,Unified comparison of spinal locomotion control architectures in neuromechanical simulations,Ton and Song,,2026,10.64898/2026.06.09.731213,Human,,,Ton 2026,,True,True,"Implemented four representative spinal locomotion controllers (reflex-based, CPG-reflex, muscle-synergy, CPG-reflex-synergy) in one unified neuromechanical framework and compared them under shared biomechanical conditions: reflex-based and CPG-reflex-synergy controllers best reproduced experimentally observed gait characteristics, and the CPG-reflex-synergy controller was most versatile across speeds and slopes. The limited versatility of all spinal-only controllers across broader speed–slope conditions points to supraspinal modulation as necessary beyond nominal steady gait."
rec7I2DYb4ZhTeZx0,The functional role of triceps during human locomotion,Honeine,,2013,,,,,,,False,False,
rec7NCgPDniURHbDa,Effects of ankle and hip muscle afferent inputs on rhythm generation during fictive locomotion.,Frigon,Sirois; Gossard,2010,10.1152/jn.01028.2009,,,,,,True,False,
rec7PY2fLq3auXrSs,The human spinal cord interprets velocity-dependent afferent input during stepping,Beres-Jones and Harkema,,2004,10.1093/brain/awh252,,,,,,False,False,
rec7SsuX3Nrwil3Yy,Genetic Ablation of V2a Ipsilateral Interneurons Disrupts Left-Right Locomotor Coordination in Mammalian Spinal Cord,Crone,Quinlan; Zagoraiou; Droho; Restrepo; Lundfald; Endo; Setlak; Jessell; Kiehn; Sharma,2008,10.1016/j.neuron.2008.08.009,,,,,,True,False,
rec7VW15gV61Jljkj,Multiple Rhythmic States in a Model of the Respiratory Central Pattern Generator,Rubin,,2009,10.1152/jn.90958.2008,Rat,,,Rubin 2009,,False,True,"Computational model study. We demonstrate that, although INaP is not necessary for the generation of three- and two-phase oscillations, it contributes to control of the oscillation period in each stat."
rec7ZwTKgliDson76,Sensory Feedback Induced by Front-Leg Stepping Entrains the Activity of Central Pattern Generators in Caudal Segments of the Stick Insect Walking System,Borgmann,,2009,10.1523/jneurosci.3155-08.2009,Stick Insect; Insects,,,,,False,True,We investigated here the influence of stepping in one leg on the activities of neighboring-leg thorax– coxa (TC) joint CPGs in the stick insect (Carausius morosus).
rec7d3gA1NU16PgEe,Control strategies of 3-cell Central Pattern Generator via global stimuli,Lozano,,2016,10.1038/srep23622,,,,,,True,True,"We show how, with a suitable combination of short and weak global inhibitory and excitatory stimuli over the whole network, we can switch between different stable bursting patterns in small neuron networks (in our case a 3-neuron network)."
rec7kjoASidTkVaOM,Degradation of mouse locomotor pattern in the absence of proprioceptive sensory feedback,Akay,Tourtellotte; Arber; Jessell,2014,10.1073/pnas.1419045111,Mice,Ia or II swing to stance; Ia or II stance to swing; Ib swing to stance,,,,True,True,"Ia/ II stance to swing

Ia/II and Ib swing to stance"
rec7nQB7Cpfe5SGV0,Control of fore- and hindlimb movements and their coordination during quadrupedal locomotion across speeds in adult spinal cats,Audet,Harnie; Lecomte; Mari; Merlet; Prilutsky; Rybak; Frigon,2022,10.1089/neu.2022.0042,Cat,,,,,False,True,"Quadrupedal fore-hindlimb coordination across speeds in adult spinal cats: the isolated spinal cord replays speed-dependent coordination, including gallop-like patterns."
rec7rqmd0LMVWWzLN,A method to study and enhance the energy efficiency of soft electrostatic actuators,Zhang,,2026,10.1073/pnas.2527676123,,,,,,False,True,"is a cofounder of Artimus Robotics, a start -up company that commercializes HASEL actuators."
rec7w9deKMq9UhqqA,Phasic gain control of reflexes from the dorsum of the paw during spinal locomotion.,Forssberg,Grillner; Rossignol,1977,10.1016/0006-8993(77)90710-7,,,,,,False,False,
rec8LH1wKqfUKR1m8,Organization of pontine reticulospinal inputs to motoneurons controlling axial and limb muscles in the neonatal mouse.,Sivertsen,Glover; Perreault,2014,10.1152/jn.00820.2013,,,,,,False,False,
rec8MVmUOx1oDk02j,Changes in intra- and interlimb reflexes from hindlimb cutaneous afferents after staggered thoracic lateral hemisections during locomotion in cats,Mari,Lecomte; Merlet; Audet,2024,10.1113/jp286151,,,,,,False,False,
rec8SaFrCjyBMQ3J8,Inhibitory interneurons within the deep dorsal horn integrate convergent sensory input to regulate motor performance,Ozeri-Engelhard,Gradwell; Laflamme; Upadhyay; Aoki; Shrier; Gandhi; Gonzalez; Eisdorfer; Zadeh; Yusuf; Katz; Haas; Akay; Abraira,2022,10.1101/2022.05.21.492933,,,,,,True,False,
rec8WdUONYgfvw1zw,A Role for Hip Position in Initiating the Swing-to-Stance Transition in Walking Cats,McVea,Donelan; Tachibana; Pearson,2005,10.1152/jn.00511.2005,Cat,Ia or II swing to stance,Hunt 2015,,,True,True,This investigation obtained data that support the hypothesis that afferent signals associated with hip flexion play a role in initiating the swing-to-stance transition of the hind legs in walking cats
rec8en50Ndz4x6F2Q,Sensory regulation of stance-to-swing transition in generation of adaptive human walking: A simulation study,Aoi,Ogihara; Funato; Tsuchiya,2012,10.1016/j.robot.2011.12.005,,,,,,True,False,
rec8gxMRruhT4CtH7,The convergence of monosynaptic excitatory afferents on to many different species of alpha motoneurones,Eccles and Lundberg,,1957,10.1113/jphysiol.1957.sp005794,Cat,,,,,True,True,"Intracellular recording from more than 400 cat spinal motoneurones defined the receptor field of group Ia monosynaptic excitation: a motoneurone receives EPSPs not only from its own muscle (homonymous) but from a characteristic set of synergists (heteronymous), establishing the convergent organization of the Ia monosynaptic pathway."
rec8jxlUJWMZw73UO,"Control of oscillation periods and phase durations
in half-center central pattern generators: a comparative
mechanistic analysis",Daun,Rubin; Rybak,2009,10.1007/s10827-008-0124-4,,,,,,True,True,"Although many half-center CPG models, composed of symmetric units linked by reciprocal inhibition yet varying in their intrinsic cellular properties, have been proposed, the precise oscillatory mechanisms operating in most biological CPGs remain unknown. Using numerical simulations and phase-plane analysis, we comparatively investigated how the intrinsic cellular features incorporated in different CPG models, such as subthreshold activation based on a slowly inactivating persistent sodium current, adaptation based on slowly activating calcium-dependent potassium current, or post-inhibitory rebound excitation, can contribute to the control of oscillation period and phase durations in response to changes in excitatory external drive to one or both half-centers. Our analysis shows that both the sensitivity of oscillation period to alterations of excitatory drive and the degree to which the duration of each phase can be separately controlled depend strongly on the intrinsic cellular mechanisms involved in rhythm generation and phase transitions. In particular, the CPG formed from units incorporating a slowly inactivating persistent sodium current shows the greatest range of oscillation periods and the greatest degree of independence in phase duration control by asymmetric inputs. These results are explained based on geometric analysis of the phase plane structures corresponding to the dynamics for each CPG type, which in particular helps pinpoint the roles of escape and release f"
rec92HUnN53mhFrCc,Processing of Horizontal Optic Flow in Three Visual Interneurons of the Drosophila Brain,Schnell,,2010,10.1152/jn.00950.2009,Insects,,,,,True,True,"First whole-cell recordings of Drosophila horizontal-system cells (HSN, HSE, HSS): direction-selective tuning to large-field horizontal motion consistent with the correlation-type motion-detection model, with extensive ipsilateral coupling explaining sensitivity to both ipsi- and contralateral motion — the circuit basis for optomotor behavior."
